strategy,sector,sector_criteria,direction_mix,total_trades,win_rate,win_rate_ci_low,win_rate_ci_high,statistically_random,profit_factor,expected_value,win_loss_ratio,avg_win_pct,avg_loss_pct,max_drawdown_pct,total_roi_pct,sharpe_ratio,sharpe_daily,sortino_ratio,deflated_sharpe,psr,psr_note,tiered_min_trades,meets_tiered_min,pct_trades_near_event,pct_trades_near_fomc,pct_trades_near_cpi,pct_trades_near_nfp,win_rate_near_event,win_rate_far_from_event,win_rate_event_delta,event_wr_note,adf_statistic,adf_p_value,is_stationary,adf_note,chow_f_statistic,chow_p_value,has_structural_break,chow_note,sharpe_at_0bps,sharpe_at_5bps,sharpe_at_10bps,sharpe_at_20bps,avg_aep_pct,n_aep_eligible,poor_exit_timing,aep_note,calmar_ratio,kelly,avg_hold_days,best_trade_pct,worst_trade_pct,smart_money_lift,macro_correlation,regimes_profitable,regime_verdicts,best_regimes,passes_all,audit_flags,category,regime_bear_correction_2022,regime_rate_rising_2022_2023,regime_strong_bull_2023,regime_rate_falling_2024,regime_ai_sector_bull_2024,regime_tariff_shock_2025,regime_ai_divergence_2025_2026,regime_covid_crisis_2020,spy_benchmark_return,vs_benchmark,beats_benchmark
cpr_narrow_bullish,Energy,high_volatility,27L/1S,28,0.3571,0.2071,0.5417,True,1.1704,0.7506,2.1067,14.437,-6.8531,-34.5566,21.0154,0.083,0.493,0.289,,,insufficient_sample,150,False,42.86,3.57,28.57,10.71,0.5833,0.1875,0.3958,ok,-2.9039,0.0449,True,ok,6.0507,0.0075,True,structural_break_detected,0.083,0.077,0.072,0.061,0.6178,10,True,ok,0.056,"{'full_kelly_pct': 5.2, 'quarter_kelly_pct': 1.3, 'note': 'reasonable'}",97.8,44.6349,-17.8579,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_20.7pct_may_be_random'],pivot,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,
pivot_r1_breakout,Consumer Staples,low_volatility,102L/7S,109,0.3303,0.2491,0.423,True,0.8733,-0.709,1.7708,14.7956,-8.3551,-88.3268,-77.2813,-0.095,-1.025,-0.179,-0.0948,0.1709,low_confidence,150,False,55.96,10.09,32.11,13.76,0.3443,0.3125,0.0318,ok,-1.4904,0.5383,False,non_stationary_edge_may_erode,4.6735,0.0114,True,structural_break_detected,-0.095,-0.102,-0.109,-0.122,0.611,36,True,ok,-0.033,"{'full_kelly_pct': -4.79, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",60.9,62.6408,-62.5683,,-0.1023,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_24.9pct_may_be_random'],pivot,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,
stochrsi_oversold,Materials,medium_volatility,35L/0S,35,0.2857,0.1633,0.4506,True,1.0604,0.2886,2.6511,17.7269,-6.6867,-48.5601,10.1024,0.056,0.252,0.16,0.056,0.6342,low_confidence,300,False,48.57,5.71,20.0,22.86,0.2941,0.2778,0.0163,ok,-1.9532,0.3075,False,non_stationary_edge_may_erode,9.2124,0.0007,True,structural_break_detected,0.056,0.046,0.037,0.017,0.61,10,True,ok,0.046,"{'full_kelly_pct': 1.63, 'quarter_kelly_pct': 0.41, 'note': 'tiny_edge'}",32.8,46.8748,-22.9468,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_16.3pct_may_be_random'],momentum,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,
cmf_flip,Unknown,medium_volatility,11L/0S,11,0.2727,0.0975,0.5657,True,0.8445,-0.7443,2.2519,14.818,-6.5802,-35.5169,-8.1873,-0.243,-0.84,-1.031,,,insufficient_sample,300,False,63.64,18.18,18.18,27.27,0.4286,0.0,0.4286,small_subgroup,,,,insufficient_sample,,,,insufficient_sample,-0.243,-0.26,-0.276,-0.309,0.5795,3,True,ok,-0.268,"{'full_kelly_pct': -5.02, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",19.7,23.4475,-10.274,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_9.8pct_may_be_random'],mean_reversion,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,
pivot_s2_bounce,Materials,medium_volatility,5L/0S,5,0.2,0.0362,0.6245,True,0.7938,-1.4113,3.1752,27.1628,-8.5548,-30.1509,-7.0563,-0.383,-1.504,-2.46,,,insufficient_sample,150,False,80.0,40.0,20.0,20.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,-0.383,-0.396,-0.41,-0.437,0.3806,1,False,ok,-0.894,"{'full_kelly_pct': -5.2, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",13.2,27.1628,-10.4071,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_3.6pct_may_be_random'],pivot,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,
pivot_r2_continuation,Industrials,medium_volatility,11L/3S,14,0.1429,0.0401,0.3994,True,0.0255,-6.0948,0.1531,1.117,-7.2967,-56.3484,-85.3265,-3.219,-8.587,-4.12,,,insufficient_sample,150,False,71.43,7.14,42.86,21.43,0.2,0.0,0.2,small_subgroup,,,,insufficient_sample,,,,insufficient_sample,-3.219,-3.245,-3.271,-3.324,0.9175,2,True,ok,-0.593,"{'full_kelly_pct': -545.65, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",46.0,2.1458,-10.903,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_4.0pct_may_be_random'],pivot,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,
ichimoku_cloud_breakout,Health Care,high_volatility,11L/0S,11,0.0909,0.0162,0.3774,True,0.0198,-7.4169,0.1981,1.6491,-8.3235,-55.0691,-81.5859,-3.111,-8.627,-3.301,,,insufficient_sample,300,False,54.55,9.09,27.27,18.18,0.0,0.2,-0.2,ok,,,,insufficient_sample,,,,insufficient_sample,-3.111,-3.132,-3.153,-3.195,0.8952,1,True,ok,-1.07,"{'full_kelly_pct': -449.75, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",31.7,1.6491,-22.9786,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_1.6pct_may_be_random'],trend,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,
williams_stoch_dual,Information Technology,high_volatility,1L/0S,1,0.0,0.0,0.7935,True,0.0,-4.9524,0.0,0.0,-4.9524,0.0,-4.9524,,0.0,-3.742,,,insufficient_sample,300,False,100.0,100.0,0.0,0.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,,,,,,0,False,no_winning_trades_with_mfe,0.0,"{'full_kelly_pct': 0.0, 'quarter_kelly_pct': 0.0, 'note': 'insufficient_data'}",18.0,-4.9524,-4.9524,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_0.0pct_may_be_random'],confluence,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,
williams_r_oversold,Materials,medium_volatility,16L/0S,16,0.5,0.28,0.72,True,1.923,2.7579,1.923,11.4915,-5.9757,-36.8286,44.1267,0.586,2.799,1.452,,,insufficient_sample,300,False,81.25,6.25,31.25,43.75,0.4615,0.6667,-0.2051,small_subgroup,,,,insufficient_sample,,,,insufficient_sample,0.586,0.576,0.565,0.544,0.4101,8,False,ok,0.388,"{'full_kelly_pct': 24.0, 'quarter_kelly_pct': 6.0, 'note': 'reasonable'}",48.7,26.8976,-10.2835,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['profit_factor_1.92_exceeds_audit_threshold', 'ci_lower_28.0pct_may_be_random']",momentum,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,
pivot_s3_capitulation,Financials,medium_volatility,2L/0S,2,0.5,0.0945,0.9055,True,0.8788,-0.6231,0.8788,9.0326,-10.2788,0.0,-1.2462,-0.146,-0.517,-0.194,,,insufficient_sample,150,False,100.0,50.0,0.0,50.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,-0.146,-0.158,-0.17,-0.193,0.3687,1,False,ok,0.0,"{'full_kelly_pct': -6.9, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",24.5,9.0326,-10.2788,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_9.4pct_may_be_random'],pivot,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,
pivot_r1_breakout,Information Technology,high_volatility,115L/8S,123,0.4553,0.37,0.5433,True,1.5132,2.1632,1.8104,14.0104,-7.7389,-91.5765,266.0772,0.311,3.659,1.41,0.3028,1.0,ok,150,False,67.48,17.07,29.27,21.14,0.3976,0.575,-0.1774,ok,3.4633,1.0,False,non_stationary_edge_may_erode,101.3693,0.0,True,structural_break_detected,0.311,0.304,0.297,0.283,0.4069,56,False,ok,0.119,"{'full_kelly_pct': 15.44, 'quarter_kelly_pct': 3.86, 'note': 'reasonable'}",50.1,71.7202,-18.7959,,0.206,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['profit_factor_1.51_exceeds_audit_threshold', 'ci_lower_37.0pct_may_be_random']",pivot,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,
bollinger_tight,Materials,medium_volatility,126L/0S,126,0.3889,0.3083,0.4761,True,1.7999,3.7718,2.8285,21.8233,-7.7156,-69.2033,475.2445,0.235,4.368,2.837,,1.0,ok,300,False,55.56,18.25,19.84,17.46,0.3,0.5,-0.2,ok,-2.081,0.2522,False,non_stationary_edge_may_erode,7.0515,0.0013,True,structural_break_detected,0.235,0.232,0.229,0.222,0.6188,49,True,ok,0.336,"{'full_kelly_pct': 17.28, 'quarter_kelly_pct': 4.32, 'note': 'reasonable'}",40.8,414.3055,-17.3165,,-0.1036,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['profit_factor_1.80_exceeds_audit_threshold', 'ci_lower_30.8pct_may_be_random']",mean_reversion,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,
stochrsi_oversold,Health Care,high_volatility,24L/0S,24,0.375,0.2116,0.5729,True,0.4822,-2.6611,0.8036,6.6078,-8.2225,-62.5502,-63.8668,-0.614,-3.514,-0.812,,,insufficient_sample,300,False,58.33,16.67,29.17,12.5,0.3571,0.4,-0.0429,ok,-1.9202,0.3226,False,non_stationary_edge_may_erode,47.9185,0.0,True,structural_break_detected,-0.614,-0.626,-0.637,-0.661,0.7467,9,True,ok,-0.247,"{'full_kelly_pct': -40.27, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",43.4,21.4693,-35.1605,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_21.2pct_may_be_random'],momentum,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,
bollinger_lower,Consumer Discretionary,medium_volatility,139L/0S,139,0.3525,0.278,0.4349,True,1.1939,0.9139,2.1929,15.9625,-7.2792,-90.0643,127.0344,0.14,1.078,0.674,0.1379,0.9784,ok,300,False,60.43,26.62,21.58,12.23,0.2857,0.4545,-0.1688,ok,-1.9211,0.3222,False,non_stationary_edge_may_erode,85.7509,0.0,True,structural_break_detected,0.14,0.132,0.125,0.109,0.5875,49,True,ok,0.058,"{'full_kelly_pct': 5.73, 'quarter_kelly_pct': 1.43, 'note': 'reasonable'}",44.0,90.2503,-14.8705,,0.1197,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_27.8pct_may_be_random'],mean_reversion,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,
pivot_s2_bounce,Consumer Discretionary,medium_volatility,3L/0S,3,0.3333,0.0615,0.7923,True,1.9757,4.1143,3.9513,24.9939,-6.3255,-4.7294,12.343,0.406,5.062,3.262,,,insufficient_sample,150,False,100.0,33.33,0.0,66.67,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,0.406,0.401,0.396,0.386,0.4118,1,False,ok,2.787,"{'full_kelly_pct': 16.46, 'quarter_kelly_pct': 4.12, 'note': 'reasonable'}",78.7,24.9939,-7.9216,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['profit_factor_1.98_exceeds_audit_threshold', 'ci_lower_6.2pct_may_be_random']",pivot,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,
cpr_narrow_bullish,Health Care,high_volatility,45L/4S,49,0.3265,0.2121,0.4662,True,1.0743,0.4189,2.2157,18.5481,-8.371,-75.4901,20.5251,0.05,0.506,0.249,0.05,0.642,low_confidence,150,False,71.43,10.2,26.53,34.69,0.3429,0.2857,0.0571,ok,-1.5968,0.4852,False,non_stationary_edge_may_erode,76.5805,0.0,True,structural_break_detected,0.05,0.044,0.038,0.026,0.5495,16,True,ok,0.019,"{'full_kelly_pct': 2.26, 'quarter_kelly_pct': 0.56, 'note': 'reasonable'}",73.3,57.3333,-11.8088,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_21.2pct_may_be_random'],pivot,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,
ichimoku_cloud_breakout,Financials,medium_volatility,14L/0S,14,0.2857,0.1172,0.5465,True,0.9777,-0.1069,2.4443,16.4152,-6.7157,-19.1129,-1.4964,-0.02,-0.069,-0.064,,,insufficient_sample,300,False,50.0,21.43,14.29,14.29,0.2857,0.2857,0.0,ok,,,,insufficient_sample,,,,insufficient_sample,-0.02,-0.029,-0.039,-0.057,0.5715,4,True,ok,-0.033,"{'full_kelly_pct': -0.65, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",43.3,33.6637,-10.3899,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_11.7pct_may_be_random'],trend,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,
macd_crossover,Information Technology,high_volatility,1L/3S,4,0.25,0.0456,0.6994,True,0.0506,-5.2531,0.1517,1.1194,-7.3772,-11.706,-21.0122,-1.927,-6.818,-2.218,,,insufficient_sample,300,False,50.0,0.0,50.0,0.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,-1.927,-1.946,-1.964,-2.001,0.9047,1,True,ok,-2.196,"{'full_kelly_pct': -469.29, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",51.5,1.1194,-10.5165,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_4.6pct_may_be_random'],momentum,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,
pivot_r2_continuation,Information Technology,high_volatility,18L/3S,21,0.2381,0.1063,0.4509,True,0.4944,-3.4634,1.5821,14.2248,-8.991,-70.1381,-72.7316,-0.615,-3.474,-3.7,,,insufficient_sample,150,False,52.38,9.52,9.52,33.33,0.3636,0.1,0.2636,ok,-3.5926,0.0059,True,ok,9.8897,0.0014,True,structural_break_detected,-0.615,-0.624,-0.633,-0.651,0.4854,5,False,ok,-0.266,"{'full_kelly_pct': -24.35, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",46.7,45.4719,-11.0411,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_10.6pct_may_be_random'],pivot,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,
ultimate_oscillator,Energy,high_volatility,10L/0S,10,0.2,0.0567,0.5098,True,0.8067,-1.2061,3.2268,25.1643,-7.7986,-34.0897,-12.0606,-0.151,-0.881,-0.653,,,insufficient_sample,300,False,50.0,20.0,30.0,0.0,0.2,0.2,0.0,ok,,,,insufficient_sample,,,,insufficient_sample,-0.151,-0.157,-0.163,-0.176,0.521,2,True,ok,-0.163,"{'full_kelly_pct': -4.79, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",54.7,45.2032,-10.8196,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_5.7pct_may_be_random'],momentum,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,
